performance_id,competition,program,name,nation,rank,starting_number,total_segment_score,total_element_score,total_component_score,total_deductions
95c2bbafb3,ISU GP 2016 Skate Canada International,ICE DANCE FREE DANCE,Laurence FOURNIER BEAUDRY / Nikolaj SORENSEN,DEN,7,3,94.08,48.66,45.42,0.00
1da23b382e,ISU GP 2016 Skate Canada International,ICE DANCE FREE DANCE,Alexandra PAUL / Mitchell ISLAM,CAN,9,4,86.02,42.53,43.49,0.00
9bcdb4adeb,ISU GP 2016 Skate Canada International,ICE DANCE FREE DANCE,Kaitlin HAWAYEK / Jean-Luc BAKER,USA,6,5,97.18,48.77,48.41,0.00
074caf7e4a,ISU GP 2016 Skate Canada International,ICE DANCE FREE DANCE,Alexandra STEPANOVA / Ivan BUKIN,RUS,5,6,99.98,48.68,51.30,0.00
f27f5139b4,ISU GP 2016 Skate Canada International,ICE DANCE FREE DANCE,Anna CAPPELLINI / Luca LANOTTE,ITA,4,7,109.27,54.70,54.57,0.00
3685a78071,ISU GP 2016 Skate Canada International,ICE DANCE FREE DANCE,Tessa VIRTUE / Scott MOIR,CAN,2,8,111.83,55.21,56.62,0.00
44fa5a2f20,ISU GP 2016 Skate Canada International,ICE DANCE FREE DANCE,Piper GILLES / Paul POIRIER,CAN,3,9,110.45,56.15,54.30,0.00
548f71e12f,ISU GP 2016 Skate Canada International,ICE DANCE FREE DANCE,Madison CHOCK / Evan BATES,USA,1,10,112.03,57.44,54.59,0.00
90db2173d8,ISU GP 2016 Skate Canada International,ICE DANCE SHORT DANCE,Madison CHOCK / Evan BATES,USA,2,1,76.21,40.61,35.60,0.00
54cc867ea0,ISU GP 2016 Skate Canada International,ICE DANCE SHORT DANCE,Piper GILLES / Paul POIRIER,CAN,3,2,72.12,37.58,34.54,0.00
b104bb1789,ISU GP 2016 Skate Canada International,ICE DANCE SHORT DANCE,Alexandra PAUL / Mitchell ISLAM,CAN,8,3,58.83,29.05,29.78,0.00
bcc2dc724c,ISU GP 2016 Skate Canada International,ICE DANCE SHORT DANCE,Shiyue WANG / Xinyu LIU,CHN,9,4,57.86,31.92,26.94,1.00
6b0a2ad68f,ISU GP 2016 Skate Canada International,ICE DANCE SHORT DANCE,Anna CAPPELLINI / Luca LANOTTE,ITA,4,5,71.08,35.01,36.07,0.00
fd09cc9e98,ISU GP 2016 Skate Canada International,ICE DANCE SHORT DANCE,Kaitlin HAWAYEK / Jean-Luc BAKER,USA,6,6,65.01,33.97,31.04,0.00
5195db57a8,ISU GP 2016 Skate Canada International,ICE DANCE SHORT DANCE,Tessa VIRTUE / Scott MOIR,CAN,1,7,77.23,39.57,37.66,0.00
162d076cb2,ISU GP 2016 Skate Canada International,ICE DANCE SHORT DANCE,Laurence FOURNIER BEAUDRY / Nikolaj SORENSEN,DEN,7,8,62.63,32.60,30.03,0.00
b4e527e96b,ISU GP 2016 Skate Canada International,ICE DANCE SHORT DANCE,Cecilia TÖRN / Jussiville PARTANEN,FIN,10,9,56.98,30.63,26.35,0.00
f49d76c82a,ISU GP 2016 Skate Canada International,ICE DANCE SHORT DANCE,Alexandra STEPANOVA / Ivan BUKIN,RUS,5,10,68.12,34.44,33.68,0.00
e37083608d,ISU GP 2016 Skate Canada International,LADIES FREE SKATING,Joshi HELGESSON,SWE,10,1,100.05,47.14,52.91,0.00
9f73e7d59a,ISU GP 2016 Skate Canada International,LADIES FREE SKATING,Yuka NAGAI,JPN,7,2,107.17,51.87,55.30,0.00
43a1a48386,ISU GP 2016 Skate Canada International,LADIES FREE SKATING,Nahyun KIM,KOR,9,3,104.02,51.27,52.75,0.00
7cb7d2f940,ISU GP 2016 Skate Canada International,LADIES FREE SKATING,Dabin CHOI,KOR,6,4,112.49,60.76,51.73,0.00
74b98a8af2,ISU GP 2016 Skate Canada International,LADIES FREE SKATING,Mirai NAGASU,USA,11,5,98.23,42.10,56.13,0.00
eef18224a0,ISU GP 2016 Skate Canada International,LADIES FREE SKATING,Rika HONGO,JPN,8,6,105.44,47.08,58.36,0.00
ad3c17c480,ISU GP 2016 Skate Canada International,LADIES FREE SKATING,Satoko MIYAHARA,JPN,3,7,126.84,59.42,67.42,0.00
82918ed8f8,ISU GP 2016 Skate Canada International,LADIES FREE SKATING,Alaine CHARTRAND,CAN,4,8,123.41,59.98,63.43,0.00
d7d3777cfd,ISU GP 2016 Skate Canada International,LADIES FREE SKATING,Elizaveta TUKTAMYSHEVA,RUS,5,9,121.20,60.18,61.02,0.00
0d45fb5765,ISU GP 2016 Skate Canada International,LADIES FREE SKATING,Kaetlyn OSMOND,CAN,2,10,132.12,65.37,67.75,1.00
39484be072,ISU GP 2016 Skate Canada International,LADIES FREE SKATING,Evgenia MEDVEDEVA,RUS,1,11,144.41,72.86,71.55,0.00
8d045e8637,ISU GP 2016 Skate Canada International,LADIES SHORT PROGRAM,Rika HONGO,JPN,4,1,65.75,36.57,29.18,0.00
e699b37221,ISU GP 2016 Skate Canada International,LADIES SHORT PROGRAM,Yuka NAGAI,JPN,11,2,40.39,15.14,25.25,0.00
adab3c65a7,ISU GP 2016 Skate Canada International,LADIES SHORT PROGRAM,Elizaveta TUKTAMYSHEVA,RUS,3,3,66.79,36.09,30.70,0.00
9bbe141f11,ISU GP 2016 Skate Canada International,LADIES SHORT PROGRAM,Mirai NAGASU,USA,9,4,53.19,24.85,29.34,1.00
4835dd0b0a,ISU GP 2016 Skate Canada International,LADIES SHORT PROGRAM,Kaetlyn OSMOND,CAN,2,5,74.33,40.93,33.40,0.00
5f75179404,ISU GP 2016 Skate Canada International,LADIES SHORT PROGRAM,Dabin CHOI,KOR,8,6,53.29,28.62,24.67,0.00
f05554a322,ISU GP 2016 Skate Canada International,LADIES SHORT PROGRAM,Nahyun KIM,KOR,7,7,60.46,34.02,26.44,0.00
2454b7d813,ISU GP 2016 Skate Canada International,LADIES SHORT PROGRAM,Alaine CHARTRAND,CAN,6,8,62.15,32.34,29.81,0.00
7b5b2f1209,ISU GP 2016 Skate Canada International,LADIES SHORT PROGRAM,Satoko MIYAHARA,JPN,5,9,65.24,32.09,33.15,0.00
0261f38475,ISU GP 2016 Skate Canada International,LADIES SHORT PROGRAM,Joshi HELGESSON,SWE,10,10,49.72,23.40,27.32,1.00
12f81118e6,ISU GP 2016 Skate Canada International,LADIES SHORT PROGRAM,Evgenia MEDVEDEVA,RUS,1,11,76.24,41.22,35.02,0.00
5fb7d91f39,ISU GP 2016 Skate Canada International,MEN FREE SKATING,Liam FIRUS,CAN,10,1,140.80,68.50,73.30,1.00
ae20d64659,ISU GP 2016 Skate Canada International,MEN FREE SKATING,Ross MINER,USA,12,2,132.61,59.47,74.14,1.00
fc9ad28a26,ISU GP 2016 Skate Canada International,MEN FREE SKATING,Grant HOCHSTEIN,USA,8,3,144.49,68.57,76.92,1.00
a0cf76c280,ISU GP 2016 Skate Canada International,MEN FREE SKATING,Misha GE,UZB,5,4,153.77,73.91,79.86,0.00
0f589bb472,ISU GP 2016 Skate Canada International,MEN FREE SKATING,Michal BREZINA,CZE,4,5,157.06,77.44,80.62,1.00
47c5b698c9,ISU GP 2016 Skate Canada International,MEN FREE SKATING,Alexander PETROV,RUS,6,6,152.89,77.51,75.38,0.00
d3e14bf45d,ISU GP 2016 Skate Canada International,MEN FREE SKATING,Han YAN,CHN,11,7,136.25,62.61,74.64,1.00
7a74279cba,ISU GP 2016 Skate Canada International,MEN FREE SKATING,Yuzuru HANYU,JPN,1,8,183.41,96.29,88.12,1.00
09bae1f161,ISU GP 2016 Skate Canada International,MEN FREE SKATING,Daniel SAMOHIN,ISR,7,9,151.91,75.93,76.98,1.00
008085d237,ISU GP 2016 Skate Canada International,MEN FREE SKATING,Kevin REYNOLDS,CAN,3,10,164.49,87.07,78.42,1.00
64c37e0410,ISU GP 2016 Skate Canada International,MEN FREE SKATING,Patrick CHAN,CAN,2,11,176.39,86.27,91.12,1.00
daaf5f2ab7,ISU GP 2016 Skate Canada International,MEN FREE SKATING,Takahito MURA,JPN,9,12,140.89,62.71,78.18,0.00
b1ffdfdea8,ISU GP 2016 Skate Canada International,MEN SHORT PROGRAM,Misha GE,UZB,7,1,72.30,36.52,36.78,1.00
511e07a40d,ISU GP 2016 Skate Canada International,MEN SHORT PROGRAM,Han YAN,CHN,6,2,72.86,35.79,38.07,1.00
1f8aa38a8d,ISU GP 2016 Skate Canada International,MEN SHORT PROGRAM,Michal BREZINA,CZE,9,3,70.36,31.57,38.79,0.00
52e6f137f2,ISU GP 2016 Skate Canada International,MEN SHORT PROGRAM,Daniel SAMOHIN,ISR,5,4,74.62,37.13,37.49,0.00
ae1891dd07,ISU GP 2016 Skate Canada International,MEN SHORT PROGRAM,Patrick CHAN,CAN,1,5,90.56,46.06,45.50,1.00
a19afe5721,ISU GP 2016 Skate Canada International,MEN SHORT PROGRAM,Yuzuru HANYU,JPN,4,6,79.65,35.48,44.17,0.00
79f8fbaf15,ISU GP 2016 Skate Canada International,MEN SHORT PROGRAM,Liam FIRUS,CAN,10,7,70.09,34.16,37.93,2.00
88aa1e7828,ISU GP 2016 Skate Canada International,MEN SHORT PROGRAM,Ross MINER,USA,11,8,63.92,26.37,37.55,0.00
f4c0416c69,ISU GP 2016 Skate Canada International,MEN SHORT PROGRAM,Grant HOCHSTEIN,USA,12,9,60.20,25.37,35.83,1.00
17bb82ef08,ISU GP 2016 Skate Canada International,MEN SHORT PROGRAM,Alexander PETROV,RUS,8,10,71.50,35.78,35.72,0.00
cc68720082,ISU GP 2016 Skate Canada International,MEN SHORT PROGRAM,Takahito MURA,JPN,2,11,81.24,41.60,39.64,0.00
a507555963,ISU GP 2016 Skate Canada International,MEN SHORT PROGRAM,Kevin REYNOLDS,CAN,3,12,80.57,42.64,37.93,0.00
3d1ce93010,ISU GP 2016 Skate Canada International,PAIRS FREE SKATING,Brittany JONES / Joshua REAGAN,CAN,7,1,97.45,48.29,50.16,1.00
12ae763bc7,ISU GP 2016 Skate Canada International,PAIRS FREE SKATING,Yuko KAVAGUTI / Alexander SMIRNOV,RUS,6,2,118.35,55.47,63.88,1.00
6df09046d0,ISU GP 2016 Skate Canada International,PAIRS FREE SKATING,Nicole DELLA MONICA / Matteo GUARISE,ITA,5,3,119.42,59.93,59.49,0.00
8a79e0abbf,ISU GP 2016 Skate Canada International,PAIRS FREE SKATING,Haven DENNEY / Brandon FRAZIER,USA,4,4,121.73,59.15,62.58,0.00
1094fd9585,ISU GP 2016 Skate Canada International,PAIRS FREE SKATING,Liubov ILYUSHECHKINA / Dylan MOSCOVITCH,CAN,3,5,122.69,59.55,65.14,2.00
359ce02823,ISU GP 2016 Skate Canada International,PAIRS FREE SKATING,Meagan DUHAMEL / Eric RADFORD,CAN,1,6,139.91,72.35,68.56,1.00
a16406a2b6,ISU GP 2016 Skate Canada International,PAIRS FREE SKATING,Xiaoyu YU / Hao ZHANG,CHN,2,7,132.65,67.40,65.25,0.00
e618ddc6e2,ISU GP 2016 Skate Canada International,PAIRS SHORT PROGRAM,Nicole DELLA MONICA / Matteo GUARISE,ITA,6,1,59.25,32.16,28.09,1.00
2bc008063e,ISU GP 2016 Skate Canada International,PAIRS SHORT PROGRAM,Meagan DUHAMEL / Eric RADFORD,CAN,1,2,78.39,43.90,34.49,0.00
4b3a983acb,ISU GP 2016 Skate Canada International,PAIRS SHORT PROGRAM,Xiaoyu YU / Hao ZHANG,CHN,2,3,69.43,39.83,29.60,0.00
bd63e3eab4,ISU GP 2016 Skate Canada International,PAIRS SHORT PROGRAM,Liubov ILYUSHECHKINA / Dylan MOSCOVITCH,CAN,3,4,67.53,36.40,31.13,0.00
1e0deecc63,ISU GP 2016 Skate Canada International,PAIRS SHORT PROGRAM,Yuko KAVAGUTI / Alexander SMIRNOV,RUS,5,5,64.40,34.21,31.19,1.00
79fce066a0,ISU GP 2016 Skate Canada International,PAIRS SHORT PROGRAM,Haven DENNEY / Brandon FRAZIER,USA,4,6,66.50,36.33,30.17,0.00
70a0ca12a2,ISU GP 2016 Skate Canada International,PAIRS SHORT PROGRAM,Brittany JONES / Joshua REAGAN,CAN,7,7,54.23,27.80,26.43,0.00
53247b1d45,ISU GP 2017 Bridgestone Skate America,ICE DANCE FREE DANCE,Rachel PARSONS / Michael PARSONS,USA,9,1,87.18,43.20,43.98,0.00
d38df1b9ff,ISU GP 2017 Bridgestone Skate America,ICE DANCE FREE DANCE,Shiyue WANG / Xinyu LIU,CHN,7,2,93.79,48.91,44.88,0.00
ec60e7ccd2,ISU GP 2017 Bridgestone Skate America,ICE DANCE FREE DANCE,Kaitlin HAWAYEK / Jean-Luc BAKER,USA,5,3,101.38,52.65,48.73,0.00
3249d1fd0e,ISU GP 2017 Bridgestone Skate America,ICE DANCE FREE DANCE,Kana MURAMOTO / Chris REED,JPN,8,4,93.50,47.73,45.77,0.00
9b78414447,ISU GP 2017 Bridgestone Skate America,ICE DANCE FREE DANCE,Piper GILLES / Paul POIRIER,CAN,4,5,102.47,51.50,50.97,0.00
99ca5d274c,ISU GP 2017 Bridgestone Skate America,ICE DANCE FREE DANCE,Tiffani ZAGORSKI / Jonathan GUERREIRO,RUS,6,6,96.08,47.39,48.69,0.00
0ed3e3626c,ISU GP 2017 Bridgestone Skate America,ICE DANCE FREE DANCE,Anna CAPPELLINI / Luca LANOTTE,ITA,2,7,108.93,53.95,54.98,0.00
8bcfb1a432,ISU GP 2017 Bridgestone Skate America,ICE DANCE FREE DANCE,Victoria SINITSINA / Nikita KATSALAPOV,RUS,3,8,107.81,54.11,53.70,0.00
8abac5b550,ISU GP 2017 Bridgestone Skate America,ICE DANCE FREE DANCE,Maia SHIBUTANI / Alex SHIBUTANI,USA,1,9,115.07,57.95,57.12,0.00
1245ab6309,ISU GP 2017 Bridgestone Skate America,ICE DANCE SHORT DANCE,Tiffani ZAGORSKI / Jonathan GUERREIRO,RUS,4,1,64.20,32.29,31.91,0.00
3524166fb3,ISU GP 2017 Bridgestone Skate America,ICE DANCE SHORT DANCE,Shiyue WANG / Xinyu LIU,CHN,9,2,55.57,26.66,28.91,0.00
fdd355dba3,ISU GP 2017 Bridgestone Skate America,ICE DANCE SHORT DANCE,Kana MURAMOTO / Chris REED,JPN,6,3,62.30,31.73,30.57,0.00
ee98042bd4,ISU GP 2017 Bridgestone Skate America,ICE DANCE SHORT DANCE,Kaitlin HAWAYEK / Jean-Luc BAKER,USA,7,4,62.15,30.64,31.51,0.00
0433eb1b37,ISU GP 2017 Bridgestone Skate America,ICE DANCE SHORT DANCE,Victoria SINITSINA / Nikita KATSALAPOV,RUS,3,5,68.72,33.95,34.77,0.00
0ae8e6d498,ISU GP 2017 Bridgestone Skate America,ICE DANCE SHORT DANCE,Rachel PARSONS / Michael PARSONS,USA,8,6,58.36,28.56,29.80,0.00
09a24e5e91,ISU GP 2017 Bridgestone Skate America,ICE DANCE SHORT DANCE,Piper GILLES / Paul POIRIER,CAN,5,7,64.07,30.19,33.88,0.00
f1e942f088,ISU GP 2017 Bridgestone Skate America,ICE DANCE SHORT DANCE,Maia SHIBUTANI / Alex SHIBUTANI,USA,1,8,79.18,41.30,37.88,0.00
843928e5fe,ISU GP 2017 Bridgestone Skate America,ICE DANCE SHORT DANCE,Anna CAPPELLINI / Luca LANOTTE,ITA,2,9,72.70,35.84,36.86,0.00
8712edfbc0,ISU GP 2017 Bridgestone Skate America,LADIES FREE SKATING,Nicole RAJICOVA,SVK,9,1,112.18,57.32,54.86,0.00
64a3a7349a,ISU GP 2017 Bridgestone Skate America,LADIES FREE SKATING,Xiangning LI,CHN,10,2,109.08,56.91,52.17,0.00
260e2563c3,ISU GP 2017 Bridgestone Skate America,LADIES FREE SKATING,Alena LEONOVA,RUS,7,3,122.02,62.90,59.12,0.00
502e3d4269,ISU GP 2017 Bridgestone Skate America,LADIES FREE SKATING,Polina TSURSKAYA,RUS,4,4,132.36,69.20,63.16,0.00
b6d09bb726,ISU GP 2017 Bridgestone Skate America,LADIES FREE SKATING,Karen CHEN,USA,6,5,123.27,61.38,61.89,0.00
38b004e4d1,ISU GP 2017 Bridgestone Skate America,LADIES FREE SKATING,Bradie TENNELL,USA,3,6,137.09,72.68,64.41,0.00
3c12ecb0ee,ISU GP 2017 Bridgestone Skate America,LADIES FREE SKATING,Serafima SAKHANOVICH,RUS,5,8,123.47,64.56,58.91,0.00
5f3f6ceac3,ISU GP 2017 Bridgestone Skate America,LADIES FREE SKATING,Kaori SAKAMOTO,JPN,2,9,141.19,73.71,67.48,0.00
df01cedeba,ISU GP 2017 Bridgestone Skate America,LADIES FREE SKATING,Gabrielle DALEMAN,CAN,8,10,121.06,55.93,65.13,0.00
27b63b9a5e,ISU GP 2017 Bridgestone Skate America,LADIES FREE SKATING,Satoko MIYAHARA,JPN,1,11,143.31,72.23,71.08,0.00
56be0cd7f0,ISU GP 2017 Bridgestone Skate America,LADIES SHORT PROGRAM,Xiangning LI,CHN,11,1,55.24,28.50,26.74,0.00
cfed3eae67,ISU GP 2017 Bridgestone Skate America,LADIES SHORT PROGRAM,Bradie TENNELL,USA,4,2,67.01,37.63,29.38,0.00
4be0f3f318,ISU GP 2017 Bridgestone Skate America,LADIES SHORT PROGRAM,Polina TSURSKAYA,RUS,8,3,63.20,33.31,30.89,1.00
f279b07895,ISU GP 2017 Bridgestone Skate America,LADIES SHORT PROGRAM,Alena LEONOVA,RUS,7,4,63.91,34.53,29.38,0.00
d1e0d1b855,ISU GP 2017 Bridgestone Skate America,LADIES SHORT PROGRAM,Serafima SAKHANOVICH,RUS,5,5,66.28,36.51,29.77,0.00
e6f6898ef8,ISU GP 2017 Bridgestone Skate America,LADIES SHORT PROGRAM,Kaori SAKAMOTO,JPN,2,6,69.40,38.26,31.14,0.00
bbcb1a4f8a,ISU GP 2017 Bridgestone Skate America,LADIES SHORT PROGRAM,Nicole RAJICOVA,SVK,10,7,55.43,27.77,27.66,0.00
48cf364fb6,ISU GP 2017 Bridgestone Skate America,LADIES SHORT PROGRAM,Karen CHEN,USA,9,8,59.53,29.60,30.93,1.00
b7b0805351,ISU GP 2017 Bridgestone Skate America,LADIES SHORT PROGRAM,Ashley WAGNER,USA,6,9,64.12,30.44,33.68,0.00
a3cd607544,ISU GP 2017 Bridgestone Skate America,LADIES SHORT PROGRAM,Gabrielle DALEMAN,CAN,3,10,68.08,35.10,32.98,0.00
4a8d5e0555,ISU GP 2017 Bridgestone Skate America,LADIES SHORT PROGRAM,Satoko MIYAHARA,JPN,1,11,70.72,36.77,33.95,0.00
6d6b9d081e,ISU GP 2017 Bridgestone Skate America,MEN FREE SKATING,Liam FIRUS,CAN,6,1,145.66,68.94,77.72,1.00
56154e065b,ISU GP 2017 Bridgestone Skate America,MEN FREE SKATING,Kevin REYNOLDS,CAN,9,2,134.95,64.35,71.60,1.00
680ce8107e,ISU GP 2017 Bridgestone Skate America,MEN FREE SKATING,Takahito MURA,JPN,8,4,137.72,62.22,75.50,0.00
0bf6d63ae3,ISU GP 2017 Bridgestone Skate America,MEN FREE SKATING,Roman SADOVSKY,CAN,10,5,129.25,57.25,73.00,1.00
8d7e683b4c,ISU GP 2017 Bridgestone Skate America,MEN FREE SKATING,Ross MINER,USA,5,6,148.03,69.17,78.86,0.00
e954358ca6,ISU GP 2017 Bridgestone Skate America,MEN FREE SKATING,Boyang JIN,CHN,4,7,168.06,89.06,79.00,0.00
516e2423f2,ISU GP 2017 Bridgestone Skate America,MEN FREE SKATING,Han YAN,CHN,7,9,142.36,60.56,81.80,0.00
47fa36191a,ISU GP 2017 Bridgestone Skate America,MEN FREE SKATING,Sergei VORONOV,RUS,3,10,169.98,86.50,83.48,0.00
41ae530d9a,ISU GP 2017 Bridgestone Skate America,MEN FREE SKATING,Adam RIPPON,USA,1,11,177.41,88.91,88.50,0.00
fb27673794,ISU GP 2017 Bridgestone Skate America,MEN FREE SKATING,Nathan CHEN,USA,2,12,171.76,86.68,87.08,2.00
c92b9d70fb,ISU GP 2017 Bridgestone Skate America,MEN SHORT PROGRAM,Roman SADOVSKY,CAN,9,1,70.85,36.74,34.11,0.00
ec3ff45d8c,ISU GP 2017 Bridgestone Skate America,MEN SHORT PROGRAM,Liam FIRUS,CAN,11,2,65.17,29.67,36.50,1.00
b41ad18ba4,ISU GP 2017 Bridgestone Skate America,MEN SHORT PROGRAM,Ross MINER,USA,8,3,71.59,33.51,38.08,0.00
9b29db8309,ISU GP 2017 Bridgestone Skate America,MEN SHORT PROGRAM,Takahito MURA,JPN,7,4,75.05,37.11,37.94,0.00
6f2d04c1ea,ISU GP 2017 Bridgestone Skate America,MEN SHORT PROGRAM,Kevin REYNOLDS,CAN,10,5,69.10,32.75,36.35,0.00
baa96a2b37,ISU GP 2017 Bridgestone Skate America,MEN SHORT PROGRAM,Han YAN,CHN,4,6,85.97,45.47,41.50,1.00
d5c15c9d52,ISU GP 2017 Bridgestone Skate America,MEN SHORT PROGRAM,Sergei VORONOV,RUS,3,7,87.51,46.97,40.54,0.00
382e246a6d,ISU GP 2017 Bridgestone Skate America,MEN SHORT PROGRAM,Daniel SAMOHIN,ISR,5,8,82.28,43.85,39.43,1.00
d8d68661d9,ISU GP 2017 Bridgestone Skate America,MEN SHORT PROGRAM,Maxim KOVTUN,RUS,12,9,64.98,28.94,38.04,2.00
b36191dc3b,ISU GP 2017 Bridgestone Skate America,MEN SHORT PROGRAM,Adam RIPPON,USA,2,10,89.04,45.04,44.00,0.00
585719e4a7,ISU GP 2017 Bridgestone Skate America,MEN SHORT PROGRAM,Nathan CHEN,USA,1,11,104.12,59.56,44.56,0.00
9405bf1047,ISU GP 2017 Bridgestone Skate America,MEN SHORT PROGRAM,Boyang JIN,CHN,6,12,77.97,37.28,40.69,0.00
41b343ce5d,ISU GP 2017 Bridgestone Skate America,PAIRS FREE SKATING,Kirsten MOORE-TOWERS / Michael MARINARO,CAN,4,1,127.84,67.58,61.26,1.00
2c8848ac4e,ISU GP 2017 Bridgestone Skate America,PAIRS FREE SKATING,Deanna STELLATO / Nathan BARTHOLOMAY,USA,8,2,107.82,54.67,54.15,1.00
2de39be7b2,ISU GP 2017 Bridgestone Skate America,PAIRS FREE SKATING,Haven DENNEY / Brandon FRAZIER,USA,7,3,109.12,52.47,57.65,1.00
61c81e77c7,ISU GP 2017 Bridgestone Skate America,PAIRS FREE SKATING,Alexa SCIMECA KNIERIM / Chris KNIERIM,USA,6,4,124.80,62.37,63.43,1.00
2f9a480657,ISU GP 2017 Bridgestone Skate America,PAIRS FREE SKATING,Aljona SAVCHENKO / Bruno MASSOT,GER,1,5,150.58,75.31,75.27,0.00
4828e9617d,ISU GP 2017 Bridgestone Skate America,PAIRS FREE SKATING,Natalia ZABIIAKO / Alexander ENBERT,RUS,5,6,127.74,62.80,65.94,1.00
3cd36eba1b,ISU GP 2017 Bridgestone Skate America,PAIRS FREE SKATING,Meagan DUHAMEL / Eric RADFORD,CAN,3,7,140.31,69.88,71.43,1.00
e96a7b7e15,ISU GP 2017 Bridgestone Skate America,PAIRS FREE SKATING,Xiaoyu YU / Hao ZHANG,CHN,2,8,145.53,73.63,71.90,0.00
9cf2fce613,ISU GP 2017 Bridgestone Skate America,PAIRS SHORT PROGRAM,Deanna STELLATO / Nathan BARTHOLOMAY,USA,8,1,57.18,30.29,26.89,0.00
2c3452e024,ISU GP 2017 Bridgestone Skate America,PAIRS SHORT PROGRAM,Haven DENNEY / Brandon FRAZIER,USA,6,2,63.04,33.70,29.34,0.00
e1d579b210,ISU GP 2017 Bridgestone Skate America,PAIRS SHORT PROGRAM,Kirsten MOORE-TOWERS / Michael MARINARO,CAN,7,3,59.97,31.49,29.48,1.00
42df7dbd52,ISU GP 2017 Bridgestone Skate America,PAIRS SHORT PROGRAM,Alexa SCIMECA KNIERIM / Chris KNIERIM,USA,5,4,64.27,34.56,30.71,1.00
c2603599a1,ISU GP 2017 Bridgestone Skate America,PAIRS SHORT PROGRAM,Xiaoyu YU / Hao ZHANG,CHN,2,5,73.67,39.88,33.79,0.00
c4e63d1b55,ISU GP 2017 Bridgestone Skate America,PAIRS SHORT PROGRAM,Natalia ZABIIAKO / Alexander ENBERT,RUS,4,6,70.15,36.79,33.36,0.00
488b6414bb,ISU GP 2017 Bridgestone Skate America,PAIRS SHORT PROGRAM,Aljona SAVCHENKO / Bruno MASSOT,GER,3,7,72.55,37.09,36.46,1.00
043ba3fb68,ISU GP 2017 Bridgestone Skate America,PAIRS SHORT PROGRAM,Meagan DUHAMEL / Eric RADFORD,CAN,1,8,75.37,39.12,36.25,0.00
8701741474,ISU GP 2017 Skate Canada International,ICE DANCE FREE DANCE,Alisa AGAFONOVA / Alper UCAR,TUR,10,1,86.09,43.61,42.48,0.00
0949bacf72,ISU GP 2017 Skate Canada International,ICE DANCE FREE DANCE,Natalia KALISZEK / Maksym SPODYRIEV,POL,9,2,88.86,44.64,44.22,0.00
e18f94ce83,ISU GP 2017 Skate Canada International,ICE DANCE FREE DANCE,Alla LOBODA / Pavel DROZD,RUS,5,3,93.12,46.98,46.14,0.00
99189f86e7,ISU GP 2017 Skate Canada International,ICE DANCE FREE DANCE,Carolane SOUCISSE / Shane FIRUS,CAN,6,4,92.50,46.66,45.84,0.00
df3d7052ee,ISU GP 2017 Skate Canada International,ICE DANCE FREE DANCE,Kavita LORENZ / Joti POLIZOAKIS,GER,8,5,89.67,45.68,43.99,0.00
4978687f1c,ISU GP 2017 Skate Canada International,ICE DANCE FREE DANCE,Olivia SMART / Adria DIAZ,ESP,7,6,90.47,43.97,46.50,0.00
1127103f2b,ISU GP 2017 Skate Canada International,ICE DANCE FREE DANCE,Kaitlin HAWAYEK / Jean-Luc BAKER,USA,4,7,102.10,53.05,49.05,0.00
d62eb0c82a,ISU GP 2017 Skate Canada International,ICE DANCE FREE DANCE,Tessa VIRTUE / Scott MOIR,CAN,1,8,117.18,58.48,58.70,0.00
0a470f512d,ISU GP 2017 Skate Canada International,ICE DANCE FREE DANCE,Kaitlyn WEAVER / Andrew POJE,CAN,3,9,112.54,57.90,55.64,1.00
81f23ce99e,ISU GP 2017 Skate Canada International,ICE DANCE FREE DANCE,Madison HUBBELL / Zachary DONOHUE,USA,2,10,113.35,57.47,55.88,0.00
c9527d6650,ISU GP 2017 Skate Canada International,ICE DANCE SHORT DANCE,Carolane SOUCISSE / Shane FIRUS,CAN,7,1,57.77,29.23,28.54,0.00
f19b427c51,ISU GP 2017 Skate Canada International,ICE DANCE SHORT DANCE,Olivia SMART / Adria DIAZ,ESP,4,2,64.34,34.53,29.81,0.00
f6094e6eed,ISU GP 2017 Skate Canada International,ICE DANCE SHORT DANCE,Kavita LORENZ / Joti POLIZOAKIS,GER,8,3,56.41,28.41,28.00,0.00
b4db478a77,ISU GP 2017 Skate Canada International,ICE DANCE SHORT DANCE,Alisa AGAFONOVA / Alper UCAR,TUR,10,4,54.74,26.75,27.99,0.00
282fc4fadf,ISU GP 2017 Skate Canada International,ICE DANCE SHORT DANCE,Kaitlin HAWAYEK / Jean-Luc BAKER,USA,5,5,63.10,32.47,30.63,0.00
c32ab313fb,ISU GP 2017 Skate Canada International,ICE DANCE SHORT DANCE,Natalia KALISZEK / Maksym SPODYRIEV,POL,9,6,55.92,28.17,28.75,1.00
f9bae98f95,ISU GP 2017 Skate Canada International,ICE DANCE SHORT DANCE,Alla LOBODA / Pavel DROZD,RUS,6,7,62.60,31.98,30.62,0.00
1f2ac43023,ISU GP 2017 Skate Canada International,ICE DANCE SHORT DANCE,Tessa VIRTUE / Scott MOIR,CAN,1,8,82.68,43.91,38.77,0.00
d0d82d6b28,ISU GP 2017 Skate Canada International,ICE DANCE SHORT DANCE,Kaitlyn WEAVER / Andrew POJE,CAN,2,9,77.47,40.69,36.78,0.00
